id	split	filename	dataset
40	test	02313601_7360592186.jpg	prague
62	test	03823873_11470335463.jpg	prague
66	test	04189440_128487874.jpg	prague
67	test	04229142_9162381341.jpg	prague
70	test	04342816_9180555821.jpg	prague
79	test	04811272_4963740.jpg	prague
82	test	04879359_3320829216.jpg	prague
83	test	04918835_1214021283.jpg	prague
90	test	05548928_5054770508.jpg	prague
93	test	05622575_3776280376.jpg	prague
98	test	05959648_5283845387.jpg	prague
102	test	06135619_9774612391.jpg	prague
117	test	06971136_3709789641.jpg	prague
124	test	07204211_515346409.jpg	prague
131	test	07737368_37234100.jpg	prague
133	test	07912384_3818858608.jpg	prague
136	test	08097415_1876055439.jpg	prague
149	test	08705624_857056310.jpg	prague
154	test	08889765_4323774881.jpg	prague
159	test	09126117_8113330696.jpg	prague
163	test	09337857_6253124614.jpg	prague
167	test	09751962_8583426240.jpg	prague
213	test	11842948_4016029322.jpg	prague
222	test	12491277_5954088536.jpg	prague
246	test	14087881_2393823016.jpg	prague
252	test	14571358_3101309972.jpg	prague
273	test	15732424_4842183754.jpg	prague
2	train	00014098_8225581486.jpg	prague
3	train	00025818_1468703211.jpg	prague
6	train	00203635_4028383248.jpg	prague
7	train	00448134_10298651896.jpg	prague
8	train	00463411_8495254397.jpg	prague
10	train	00497114_2199658893.jpg	prague
12	train	00675512_9363062379.jpg	prague
13	train	00686600_497926194.jpg	prague
15	train	00754588_4848406139.jpg	prague
16	train	00894936_5496284657.jpg	prague
17	train	00905850_9525917016.jpg	prague
18	train	00906938_3735550644.jpg	prague
20	train	00986932_8193065524.jpg	prague
21	train	01068671_3368639309.jpg	prague
22	train	01096729_6572170003.jpg	prague
23	train	01399645_3030276583.jpg	prague
25	train	01458941_11493941755.jpg	prague
26	train	01463404_4894528458.jpg	prague
27	train	01518891_3646736106.jpg	prague
28	train	01534904_6245781415.jpg	prague
30	train	01631552_441582346.jpg	prague
31	train	01668441_10934505844.jpg	prague
32	train	01742348_3465114398.jpg	prague
33	train	01876963_3851186333.jpg	prague
34	train	01909363_8318032320.jpg	prague
35	train	02036705_3213129584.jpg	prague
36	train	02101667_3851970744.jpg	prague
37	train	02112238_1382133640.jpg	prague
39	train	02275038_3791582154.jpg	prague
41	train	02333880_9128083655.jpg	prague
42	train	02342092_345158285.jpg	prague
43	train	02622759_5275313266.jpg	prague
44	train	02678780_8689444420.jpg	prague
45	train	02698279_2505813647.jpg	prague
46	train	02875875_9173978333.jpg	prague
47	train	02910135_2912165110.jpg	prague
48	train	03034429_4313216820.jpg	prague
49	train	03107435_2941880796.jpg	prague
51	train	03242743_4894707284.jpg	prague
52	train	03267535_3742659928.jpg	prague
53	train	03361431_2809798956.jpg	prague
54	train	03416617_5409051238.jpg	prague
55	train	03440197_8489930947.jpg	prague
56	train	03447283_1171750645.jpg	prague
57	train	03593059_899646809.jpg	prague
58	train	03598882_4294400435.jpg	prague
59	train	03647750_4634938106.jpg	prague
60	train	03768487_2926595709.jpg	prague
61	train	03787342_8787710483.jpg	prague
63	train	03827941_6035173403.jpg	prague
64	train	03975122_171465380.jpg	prague
65	train	04093274_2668854038.jpg	prague
69	train	04342637_116965479.jpg	prague
71	train	04363780_5929525157.jpg	prague
72	train	04496943_2560460777.jpg	prague
73	train	04614540_4125057909.jpg	prague
75	train	04652093_2673731044.jpg	prague
76	train	04679962_232986844.jpg	prague
77	train	04718648_9897125595.jpg	prague
78	train	04762265_5977400778.jpg	prague
80	train	04818845_2412302667.jpg	prague
81	train	04849101_4398386551.jpg	prague
84	train	04985317_406820443.jpg	prague
85	train	05146168_2724993801.jpg	prague
86	train	05284366_1506782392.jpg	prague
88	train	05319925_39335099.jpg	prague
89	train	05516391_218359385.jpg	prague
91	train	05596671_4554100867.jpg	prague
92	train	05618515_360685177.jpg	prague
94	train	05760807_3054478418.jpg	prague
95	train	05782089_2197377166.jpg	prague
97	train	05857011_5068301003.jpg	prague
99	train	06008132_6314432233.jpg	prague
100	train	06028430_10912012353.jpg	prague
101	train	06073933_4674717202.jpg	prague
103	train	06326845_2246278100.jpg	prague
104	train	06332604_5107993271.jpg	prague
105	train	06339924_7680425188.jpg	prague
106	train	06491244_3766406308.jpg	prague
107	train	06592422_7389049524.jpg	prague
109	train	06650225_2763340843.jpg	prague
110	train	06689646_1659409827.jpg	prague
111	train	06704178_11119553673.jpg	prague
112	train	06787599_304092906.jpg	prague
114	train	06876240_5881638699.jpg	prague
115	train	06884345_2686531574.jpg	prague
116	train	06919306_5725077704.jpg	prague
118	train	06975573_2327353642.jpg	prague
119	train	07043292_198674209.jpg	prague
120	train	07058171_3565528951.jpg	prague
121	train	07095753_356136829.jpg	prague
123	train	07133264_187192738.jpg	prague
125	train	07247469_4954877955.jpg	prague
126	train	07304692_8790363753.jpg	prague
127	train	07351613_8281077907.jpg	prague
128	train	07409232_2971586708.jpg	prague
129	train	07420500_2461134923.jpg	prague
130	train	07491456_2941025071.jpg	prague
132	train	07845127_50147431.jpg	prague
134	train	08026948_3818862166.jpg	prague
135	train	08036200_2757354129.jpg	prague
137	train	08109095_5417185098.jpg	prague
139	train	08407551_9582921406.jpg	prague
140	train	08408269_2566802621.jpg	prague
141	train	08418936_5410666124.jpg	prague
142	train	08493738_2363760576.jpg	prague
143	train	08498441_1318362087.jpg	prague
144	train	08511541_1158382722.jpg	prague
145	train	08569303_2725819154.jpg	prague
146	train	08617440_5168081032.jpg	prague
148	train	08678830_6035669754.jpg	prague
150	train	08728178_5043268499.jpg	prague
151	train	08762667_39334775.jpg	prague
152	train	08797801_537006679.jpg	prague
153	train	08815224_7830262046.jpg	prague
155	train	08915006_4192196788.jpg	prague
156	train	08928454_5272253292.jpg	prague
157	train	08954577_5260979140.jpg	prague
158	train	09022363_575668152.jpg	prague
160	train	09136048_3037647613.jpg	prague
161	train	09172947_4059874505.jpg	prague
162	train	09203220_8105771918.jpg	prague
164	train	09605101_2066969184.jpg	prague
165	train	09633890_4849038708.jpg	prague
166	train	09690549_5513156535.jpg	prague
168	train	09804526_3000064169.jpg	prague
169	train	09809312_6369786777.jpg	prague
170	train	09848484_6697007901.jpg	prague
171	train	09928072_37234278.jpg	prague
172	train	10016866_2954592632.jpg	prague
173	train	10129913_2986780921.jpg	prague
174	train	10177050_4950939129.jpg	prague
175	train	10226923_83862803.jpg	prague
176	train	10245096_3976689535.jpg	prague
177	train	10247344_11493197905.jpg	prague
179	train	10329056_2473323477.jpg	prague
180	train	10424633_2729351352.jpg	prague
181	train	10446678_70002590.jpg	prague
182	train	10484243_5167471147.jpg	prague
183	train	10578662_3049781069.jpg	prague
184	train	10612361_3986282979.jpg	prague
185	train	10625471_441608285.jpg	prague
186	train	10645613_1649564877.jpg	prague
187	train	10740932_6369811991.jpg	prague
188	train	10785280_12097200913.jpg	prague
189	train	10849632_7360876300.jpg	prague
191	train	10878267_276750336.jpg	prague
192	train	10894435_4937685643.jpg	prague
193	train	10904402_5542159409.jpg	prague
195	train	10954037_473324700.jpg	prague
196	train	10955811_3624671806.jpg	prague
197	train	10973865_5850528270.jpg	prague
198	train	11005978_2708509368.jpg	prague
200	train	11064148_1477300066.jpg	prague
201	train	11104310_9722705454.jpg	prague
202	train	11137012_5725045192.jpg	prague
203	train	11163560_7290575644.jpg	prague
204	train	11177479_5072606829.jpg	prague
205	train	11180408_1318363195.jpg	prague
206	train	11224964_8408702782.jpg	prague
207	train	11271321_7183292962.jpg	prague
208	train	11352917_7940981126.jpg	prague
209	train	11417832_5806033188.jpg	prague
210	train	11604602_13176414093.jpg	prague
211	train	11718453_5879444670.jpg	prague
212	train	11743409_528526905.jpg	prague
214	train	11993762_3424868858.jpg	prague
215	train	12021437_2783066937.jpg	prague
216	train	12040100_4672920628.jpg	prague
217	train	12080696_3062631590.jpg	prague
218	train	12376182_4013549654.jpg	prague
220	train	12433781_4117489773.jpg	prague
221	train	12433971_6035765146.jpg	prague
223	train	12669497_19443554.jpg	prague
224	train	12930767_8265669805.jpg	prague
225	train	13084834_5514846775.jpg	prague
226	train	13095777_3620114645.jpg	prague
227	train	13103125_3368395993.jpg	prague
228	train	13249065_3705665368.jpg	prague
229	train	13379322_5381944910.jpg	prague
230	train	13382227_9377429331.jpg	prague
231	train	13397300_267935001.jpg	prague
232	train	13400266_2658023324.jpg	prague
233	train	13402337_95176278.jpg	prague
234	train	13406835_4000351055.jpg	prague
235	train	13472300_2937849318.jpg	prague
236	train	13566910_5231945620.jpg	prague
237	train	13582723_772915822.jpg	prague
238	train	13587614_3123704312.jpg	prague
240	train	13713715_3658537272.jpg	prague
241	train	13735433_2669178714.jpg	prague
243	train	13890303_2066171123.jpg	prague
244	train	13891875_11465918205.jpg	prague
245	train	13990546_4408818788.jpg	prague
248	train	14316195_5043890806.jpg	prague
250	train	14521316_2728995034.jpg	prague
251	train	14532673_289903494.jpg	prague
253	train	14683783_7628069014.jpg	prague
254	train	14732150_340677067.jpg	prague
255	train	14795585_3369497424.jpg	prague
256	train	14813889_12213332623.jpg	prague
257	train	14855787_2771209599.jpg	prague
258	train	14893580_4411099.jpg	prague
