id	split	filename	dataset
112	test	11075347_3794701034.jpg	taj_mahal
124	test	12085419_4910795283.jpg	taj_mahal
135	test	13581722_4741580197.jpg	taj_mahal
142	test	14910235_7092475877.jpg	taj_mahal
143	test	14912864_2109919681.jpg	taj_mahal
153	test	15753622_365068929.jpg	taj_mahal
155	test	15921588_12154585033.jpg	taj_mahal
160	test	16361747_438488787.jpg	taj_mahal
166	test	17371716_8503324741.jpg	taj_mahal
168	test	17386041_13911624793.jpg	taj_mahal
170	test	17501487_148706051.jpg	taj_mahal
177	test	17935065_5911525126.jpg	taj_mahal
184	test	18431346_3891005633.jpg	taj_mahal
190	test	18938961_7745057596.jpg	taj_mahal
195	test	20378916_6335067175.jpg	taj_mahal
197	test	20557289_4089604254.jpg	taj_mahal
203	test	20868181_422844674.jpg	taj_mahal
213	test	21854828_5357906919.jpg	taj_mahal
234	test	23172552_13911992114.jpg	taj_mahal
237	test	23338459_4479207585.jpg	taj_mahal
257	test	25038173_427948647.jpg	taj_mahal
275	test	27357831_3820829398.jpg	taj_mahal
285	test	28249818_8406394695.jpg	taj_mahal
287	test	28722621_456544741.jpg	taj_mahal
335	test	33630978_4479213791.jpg	taj_mahal
344	test	34323460_4502294209.jpg	taj_mahal
346	test	34425498_4910493803.jpg	taj_mahal
1	train	00077913_6801374468.jpg	taj_mahal
2	train	00097669_2656970504.jpg	taj_mahal
3	train	00172368_5467459784.jpg	taj_mahal
4	train	00386688_3463983715.jpg	taj_mahal
5	train	00570394_12923626565.jpg	taj_mahal
8	train	01106378_7955217644.jpg	taj_mahal
9	train	01588831_5848093264.jpg	taj_mahal
11	train	01921142_4052165759.jpg	taj_mahal
12	train	01926034_8406445.jpg	taj_mahal
14	train	02295451_6445749497.jpg	taj_mahal
15	train	02421908_2093198597.jpg	taj_mahal
16	train	02477659_8903971269.jpg	taj_mahal
17	train	02491990_6226455511.jpg	taj_mahal
18	train	02638722_6723571843.jpg	taj_mahal
19	train	02652876_2281372547.jpg	taj_mahal
20	train	02691898_320376759.jpg	taj_mahal
21	train	02698907_6486192155.jpg	taj_mahal
22	train	02715140_4709882483.jpg	taj_mahal
23	train	02760416_4808737899.jpg	taj_mahal
24	train	02872602_617022817.jpg	taj_mahal
25	train	03002872_5946945381.jpg	taj_mahal
26	train	03255785_7150004427.jpg	taj_mahal
30	train	03420586_5751463532.jpg	taj_mahal
31	train	03779515_11822031593.jpg	taj_mahal
32	train	03845259_1188612.jpg	taj_mahal
33	train	03900969_9179775934.jpg	taj_mahal
34	train	04049977_3332513243.jpg	taj_mahal
35	train	04055263_6563906477.jpg	taj_mahal
36	train	04070019_332495618.jpg	taj_mahal
37	train	04124159_7896162422.jpg	taj_mahal
38	train	04388926_2718310218.jpg	taj_mahal
40	train	04622698_151836993.jpg	taj_mahal
44	train	05106170_2123793679.jpg	taj_mahal
47	train	05178483_12684631855.jpg	taj_mahal
48	train	05309175_5524448537.jpg	taj_mahal
49	train	05473303_11482235713.jpg	taj_mahal
50	train	05532666_12923341795.jpg	taj_mahal
51	train	05537985_4606990810.jpg	taj_mahal
53	train	05626063_1793423441.jpg	taj_mahal
55	train	05785279_5640870348.jpg	taj_mahal
56	train	05826802_265791380.jpg	taj_mahal
60	train	06311126_2147534392.jpg	taj_mahal
64	train	06730099_2449086309.jpg	taj_mahal
66	train	06839449_9157265657.jpg	taj_mahal
67	train	06929308_7955209446.jpg	taj_mahal
69	train	07126869_6730935327.jpg	taj_mahal
70	train	07198859_1600548891.jpg	taj_mahal
71	train	07292828_6865863886.jpg	taj_mahal
72	train	07295255_5949580464.jpg	taj_mahal
73	train	07502417_8316579776.jpg	taj_mahal
75	train	07606073_4148983548.jpg	taj_mahal
76	train	07762105_12524691833.jpg	taj_mahal
77	train	07852230_13308214235.jpg	taj_mahal
80	train	08110368_4709883237.jpg	taj_mahal
81	train	08131583_12319282705.jpg	taj_mahal
84	train	08270755_233065862.jpg	taj_mahal
85	train	08375780_9288185494.jpg	taj_mahal
86	train	08433629_3884265960.jpg	taj_mahal
87	train	08456771_8462320402.jpg	taj_mahal
88	train	08564421_4437928438.jpg	taj_mahal
91	train	08820479_4479809660.jpg	taj_mahal
